datum,lat,lon,nadmorska_vyska_m,teplota_max_C,srazky_mm,vitr_max_kmh,slunce_MJm2,riziko_pozaru
2022-05-20,50.1,12.1,585.0,26.4,2.0,22.7,23.18,0
2022-05-20,50.6,17.1,275.0,26.2,0.8,22.4,22.21,0
2022-05-20,49.1,17.1,369.0,26.6,0.0,16.8,23.05,0
2022-05-20,50.6,13.1,602.0,24.2,0.6,30.5,20.73,0
2022-05-20,49.1,13.1,1093.0,23.6,0.3,12.4,24.63,0
2022-05-20,49.6,16.6,557.0,25.6,2.0,18.4,23.91,0
2022-05-20,48.6,17.6,287.0,26.6,0.0,12.4,24.19,0
2022-05-20,49.6,17.6,547.0,24.5,0.0,14.0,22.79,0
2022-05-20,49.6,16.1,789.0,23.5,0.8,16.5,23.15,0
2022-05-20,50.6,15.6,442.0,23.0,4.9,15.2,23.26,0
2022-05-20,48.6,17.1,206.0,28.0,0.0,14.8,23.79,0
2022-05-20,49.1,17.6,256.0,26.5,0.0,17.7,23.26,0
2022-05-20,49.6,15.6,420.0,26.3,0.4,15.5,24.96,0
2022-05-20,48.6,18.1,233.0,24.8,0.0,11.9,24.18,0
2022-05-20,50.6,17.6,188.0,27.3,0.1,18.5,22.97,0
2022-05-20,48.6,13.1,316.0,30.8,1.5,18.3,23.91,0
2022-05-20,49.6,15.1,550.0,26.2,0.4,19.1,24.59,0
2022-05-20,48.6,13.6,382.0,29.1,1.0,17.1,25.0,0
2022-05-20,49.6,14.6,537.0,25.8,1.3,19.1,24.3,0
2022-05-20,49.6,18.1,291.0,25.5,0.7,21.3,24.37,0
2022-05-20,49.1,12.6,571.0,27.5,0.0,15.1,24.93,0
2022-05-20,49.6,18.6,991.0,20.8,0.0,17.4,23.37,0
2022-05-20,50.6,15.1,303.0,24.9,0.3,12.8,22.34,0
2022-05-20,48.6,18.6,979.0,20.8,0.0,8.7,25.7,0
2022-05-20,49.1,13.6,876.0,25.9,0.4,23.0,25.13,0
2022-05-20,50.6,14.1,492.0,27.4,0.7,17.8,20.59,0
2022-05-20,50.1,14.1,417.0,30.6,0.5,23.7,23.22,0
2022-05-20,48.6,14.6,930.0,23.5,0.1,12.8,25.47,0
2022-05-20,48.6,16.1,244.0,28.9,0.0,16.2,24.15,1
2022-05-20,50.6,13.6,340.0,28.1,0.7,16.4,21.31,0
2022-05-20,50.6,18.6,248.0,27.6,0.0,20.7,22.08,0
2022-05-20,48.6,12.1,477.0,28.8,0.6,15.1,24.25,0
2022-05-20,48.6,14.1,862.0,24.9,1.1,15.9,25.03,0
2022-05-20,49.1,14.1,459.0,27.8,0.6,22.9,24.48,0
2022-05-20,49.1,14.6,466.0,26.8,0.3,16.4,24.61,0
2022-05-20,50.1,16.6,650.0,23.4,0.3,17.7,24.15,0
2022-05-20,50.1,17.6,478.0,26.0,0.1,26.4,23.37,0
2022-05-20,50.1,16.1,258.0,26.0,3.6,16.2,23.44,0
2022-05-20,48.6,15.1,580.0,26.3,0.0,16.5,25.96,0
2022-05-20,49.1,15.1,532.0,26.2,0.2,13.3,25.27,0
2022-05-20,49.1,15.6,513.0,26.1,0.0,14.2,24.78,0
2022-05-20,50.1,18.6,239.0,26.4,0.0,23.3,21.65,0
2022-05-20,48.6,12.6,481.0,29.8,0.2,15.3,24.22,0
2022-05-20,49.1,16.1,379.0,28.5,0.1,18.8,24.11,0
2022-05-20,50.6,12.6,533.0,25.1,0.2,29.0,21.08,0
2022-05-20,50.1,13.6,373.0,28.1,3.7,22.4,22.14,0
2022-05-20,48.6,16.6,214.0,27.8,0.1,17.0,23.93,0
2022-05-20,50.6,12.1,357.0,25.6,1.7,25.7,20.61,0
2022-05-20,50.1,15.6,253.0,26.2,0.4,16.0,23.27,0
2022-05-20,48.6,15.6,471.0,28.2,0.0,14.2,24.7,0
2022-05-20,50.6,16.6,790.0,21.9,0.0,19.7,21.78,0
2022-05-21,48.6,16.1,244.0,24.9,1.6,26.2,25.48,0
2022-05-21,50.1,14.6,238.0,24.4,0.2,28.2,22.88,0
2022-05-21,49.1,12.1,368.0,21.1,0.0,22.1,26.11,0
2022-05-21,49.6,12.1,434.0,20.7,0.4,22.8,24.75,0
2022-05-21,49.1,16.6,221.0,24.0,1.0,24.0,25.77,0
2022-05-21,50.1,15.1,209.0,24.3,0.2,28.8,23.35,0
2022-06-03,48.6,16.1,244.0,29.3,0.0,23.5,25.71,1
2022-06-09,50.6,13.6,340.0,18.7,1.3,16.8,13.13,0
2022-06-09,48.6,14.6,930.0,15.1,4.2,19.3,13.91,0
2022-06-09,49.1,13.1,1093.0,11.4,4.2,14.5,8.97,0
2022-06-09,49.6,17.6,547.0,20.5,11.5,20.3,20.08,0
2022-06-09,50.6,16.6,790.0,16.9,4.3,19.5,12.87,0
2022-06-09,50.6,18.6,248.0,23.4,19.6,13.0,21.84,0
2022-06-09,49.6,14.1,520.0,17.8,0.7,19.0,17.03,0
2022-06-09,48.6,18.1,233.0,22.6,26.9,15.0,17.99,0
2022-06-09,48.6,13.1,316.0,15.9,12.3,17.3,7.55,0
2022-06-09,50.6,15.1,303.0,19.6,0.7,17.4,11.87,0
2022-06-09,49.6,16.6,557.0,19.2,2.8,22.1,15.99,0
2022-06-09,49.1,14.1,459.0,18.0,0.8,20.4,18.04,0
2022-06-09,50.6,12.1,357.0,18.5,2.1,13.7,16.44,0
2022-06-09,49.6,15.6,420.0,18.8,4.7,18.6,12.09,0
2022-06-09,49.1,12.6,571.0,16.0,4.7,15.0,11.08,0
2022-06-09,49.1,17.6,256.0,22.5,17.5,15.5,17.44,0
2022-06-09,49.6,14.6,537.0,16.5,2.6,20.4,15.3,0
2022-06-09,49.1,15.6,513.0,18.9,4.1,20.0,13.95,0
2022-06-09,50.1,15.6,253.0,19.0,4.4,15.8,10.53,0
2022-06-09,48.6,15.1,580.0,16.6,1.9,20.7,10.05,0
2022-06-09,49.1,14.6,466.0,18.9,3.0,21.3,17.05,0
2022-06-09,49.6,16.1,789.0,16.3,2.6,23.7,10.9,0
2022-06-09,50.1,16.1,258.0,21.1,4.2,17.3,11.93,0
2022-06-09,50.6,13.1,602.0,14.6,6.1,17.5,12.57,0
2022-06-09,49.6,15.1,550.0,16.9,3.3,19.7,11.55,0
2022-06-09,50.1,16.6,650.0,18.0,8.5,16.0,14.21,0
2022-06-09,48.6,17.6,287.0,22.2,14.6,20.1,17.06,0
2022-06-09,49.1,16.1,379.0,20.1,6.9,22.6,15.89,0
2022-06-09,48.6,18.6,979.0,18.8,3.7,10.4,20.13,0
2022-06-09,48.6,15.6,471.0,19.8,7.6,21.4,10.94,0
2022-06-09,50.6,17.1,275.0,20.5,11.4,20.8,12.85,0
2022-06-09,50.6,17.6,188.0,22.2,10.9,20.9,14.78,0
2022-06-09,50.1,14.1,417.0,18.0,0.7,19.7,14.93,0
2022-06-09,49.6,18.6,991.0,18.9,4.0,13.3,22.45,0
2022-06-09,50.6,15.6,442.0,19.2,0.9,13.8,13.6,0
2022-06-09,50.1,17.6,478.0,21.0,9.5,24.1,14.66,0
2022-06-09,49.1,15.1,532.0,17.2,1.7,21.7,14.43,0
2022-06-09,49.1,18.1,609.0,20.7,8.5,13.3,18.08,0
2022-06-09,50.6,14.6,277.0,19.1,1.8,17.9,14.58,0
2022-06-09,48.6,14.1,862.0,13.9,5.9,16.9,12.92,0
2022-06-09,48.6,12.6,481.0,16.2,9.3,15.8,9.62,0
2022-06-09,48.6,13.6,382.0,16.0,10.0,16.3,7.52,0
2022-06-09,50.1,12.1,585.0,17.3,0.8,16.5,18.16,0
2022-06-09,50.6,14.1,492.0,17.6,2.7,18.9,14.9,0
2022-06-09,50.1,13.6,373.0,17.4,3.1,16.3,11.38,0
2022-06-09,48.6,17.1,206.0,21.8,14.9,14.7,15.36,0
2022-06-09,48.6,12.1,477.0,18.1,5.7,16.5,12.04,0
2022-06-09,50.6,12.6,533.0,17.1,2.1,15.1,14.13,0
2022-06-09,49.6,12.6,503.0,16.8,1.8,16.9,11.53,0
2022-06-09,49.1,17.1,369.0,20.9,23.2,16.0,15.5,0
2022-06-09,48.6,16.6,214.0,21.8,10.2,22.9,19.94,0
2022-06-09,49.1,13.6,876.0,13.9,2.4,18.4,10.62,0
2022-06-09,50.1,18.6,239.0,22.7,8.4,17.9,21.23,0
2022-06-09,50.6,18.1,185.0,22.8,10.4,16.2,20.79,0
2022-06-09,49.6,18.1,291.0,22.7,8.8,16.4,20.78,0
2022-06-10,49.1,12.1,368.0,21.2,0.0,12.1,25.28,0
2022-06-10,50.1,15.1,209.0,23.3,0.0,17.4,21.14,0
2022-06-10,49.6,12.1,434.0,22.0,0.1,9.9,24.39,0
2022-06-10,49.1,16.6,221.0,22.2,19.4,24.8,12.15,0
2022-06-10,50.1,14.6,238.0,22.3,0.0,16.8,21.24,0
2022-06-11,48.6,16.1,244.0,24.6,0.0,18.6,25.22,0
2022-06-12,50.1,14.6,238.0,28.1,0.0,16.1,24.05,1
2022-06-16,48.6,16.1,244.0,29.0,0.0,20.2,26.59,1
2022-06-18,50.6,17.1,275.0,28.1,0.0,19.1,28.26,1
2022-06-18,50.1,14.6,238.0,32.4,0.0,16.3,28.65,1
2022-06-18,48.6,16.1,244.0,28.6,0.0,18.2,26.15,1
2022-06-18,49.6,12.6,503.0,29.7,0.0,15.3,28.83,1
2022-06-18,50.6,12.6,533.0,30.5,0.0,17.6,29.13,1
2022-06-18,50.1,13.6,373.0,32.0,0.0,20.1,28.15,1
2022-06-18,50.6,17.6,188.0,28.6,0.0,16.3,27.8,1
2022-06-18,50.1,14.1,417.0,32.1,0.0,16.5,28.67,1
2022-06-18,50.1,15.1,209.0,32.2,0.0,16.4,28.5,1
2022-06-18,50.6,13.1,602.0,28.6,0.0,15.8,29.05,1
2022-06-19,49.1,14.1,459.0,32.6,0.0,19.7,28.13,1
2022-06-19,48.6,12.6,481.0,32.9,0.0,15.4,25.35,1
2022-06-19,50.6,18.6,248.0,28.7,0.0,30.8,28.71,1
2022-06-19,50.6,15.1,303.0,33.6,0.0,21.6,28.9,1
2022-06-19,48.6,14.1,862.0,28.7,0.0,18.1,27.95,1
2022-06-19,49.6,14.6,537.0,31.1,0.0,21.9,28.52,1
2022-06-19,49.1,16.6,221.0,29.5,0.0,29.7,28.81,1
2022-06-19,49.1,15.1,532.0,31.2,0.0,19.6,28.16,1
2022-06-19,50.1,13.6,373.0,33.8,0.0,20.5,27.48,1
2022-06-19,48.6,15.6,471.0,30.7,0.0,17.9,28.57,1
2022-06-19,49.6,12.1,434.0,34.2,0.0,19.7,26.37,1
2022-06-19,50.6,13.1,602.0,32.3,0.0,28.7,27.27,1
2022-06-19,50.6,17.6,188.0,30.4,0.0,24.5,28.73,1
2022-06-19,48.6,17.1,206.0,28.1,0.0,24.9,28.92,1
2022-06-19,49.6,15.1,550.0,29.1,0.0,21.7,29.0,1
2022-06-19,49.1,13.6,876.0,29.1,0.0,22.7,27.86,1
2022-06-19,50.1,15.6,253.0,30.0,0.0,22.2,28.55,1
2022-06-19,48.6,16.1,244.0,30.2,0.0,31.3,28.71,1
2022-06-19,48.6,16.6,214.0,28.3,0.0,34.2,28.84,1
2022-06-19,50.1,15.1,209.0,34.7,0.0,23.2,28.58,1
2022-06-19,50.1,14.6,238.0,35.7,0.0,24.0,28.48,1
2022-06-19,50.6,12.6,533.0,34.2,0.0,27.7,26.66,1
2022-06-19,49.1,14.6,466.0,32.2,0.0,16.0,27.97,1
2022-06-19,50.6,13.6,340.0,35.7,0.0,21.6,28.47,1
2022-06-19,50.1,14.1,417.0,35.6,0.0,24.2,28.12,1
2022-06-19,50.6,17.1,275.0,29.6,0.0,25.4,28.98,1
2022-06-19,48.6,13.6,382.0,32.5,0.0,15.7,26.91,1
2022-06-19,49.6,14.1,520.0,33.7,0.0,17.0,28.0,1
2022-06-19,50.6,14.6,277.0,34.8,0.0,23.6,28.77,1
2022-06-19,50.1,16.1,258.0,29.0,0.0,26.6,28.82,1
2022-06-19,50.6,14.1,492.0,35.1,0.0,22.7,28.56,1
2022-06-19,50.6,18.1,185.0,28.3,0.0,30.2,28.84,1
2022-06-23,50.1,15.1,209.0,30.5,0.0,17.4,28.05,1
2022-06-23,50.1,13.6,373.0,29.6,0.0,16.4,28.82,1
2022-06-23,50.1,14.6,238.0,29.8,0.0,15.8,28.71,1
2022-06-23,50.6,12.6,533.0,28.9,0.0,17.6,25.32,1
2022-06-23,50.6,14.6,277.0,28.9,0.0,15.7,28.98,1
2022-06-23,49.1,16.6,221.0,29.6,0.0,17.1,27.59,1
2022-06-23,50.1,14.1,417.0,29.9,0.0,16.6,28.89,1
2022-06-23,50.6,14.1,492.0,29.3,0.0,16.7,28.58,1
2022-06-24,49.1,17.6,256.0,28.6,0.0,20.6,25.62,1
2022-06-24,48.6,18.1,233.0,28.8,0.0,19.3,26.82,1
2022-06-24,50.6,17.1,275.0,28.2,0.0,19.3,27.24,1
2022-06-24,50.6,18.6,248.0,28.3,0.0,20.4,27.63,1
2022-06-24,50.6,17.6,188.0,29.2,0.0,22.7,27.93,1
2022-06-24,48.6,17.6,287.0,28.8,0.0,24.3,25.64,1
2022-06-24,50.6,18.1,185.0,28.1,0.0,19.3,28.24,1
2022-06-24,49.1,17.1,369.0,28.8,0.0,24.1,21.65,1
2022-06-25,50.6,17.6,188.0,28.8,0.0,16.3,24.03,1
2022-06-25,50.6,18.1,185.0,28.4,0.0,20.0,24.16,1
2022-06-25,50.6,18.6,248.0,30.5,0.0,18.5,23.23,1
2022-06-27,50.6,15.1,303.0,31.4,0.0,17.1,25.98,1
2022-06-27,49.1,15.1,532.0,28.9,0.0,21.1,25.11,1
2022-06-27,49.6,15.1,550.0,30.0,0.0,20.5,24.77,1
2022-06-27,50.1,16.1,258.0,30.8,0.0,20.7,26.01,1
2022-06-27,50.1,15.6,253.0,31.5,0.0,16.8,24.89,1
2022-06-27,49.1,15.6,513.0,28.6,0.0,22.2,25.6,1
2022-06-27,49.6,14.6,537.0,28.5,0.0,17.6,25.02,1
2022-06-27,49.1,18.1,609.0,28.5,0.0,15.2,24.9,1
2022-06-27,50.1,15.1,209.0,32.2,0.0,18.9,24.43,1
2022-06-27,49.1,17.1,369.0,30.8,0.0,20.8,25.8,1
2022-06-27,48.6,17.6,287.0,31.2,0.0,19.2,25.78,1
2022-06-27,48.6,18.1,233.0,31.4,0.0,17.1,26.11,1
2022-06-27,49.1,14.1,459.0,30.5,0.0,19.1,25.56,1
2022-06-27,50.6,18.6,248.0,32.0,0.0,17.4,25.84,1
2022-06-27,49.1,16.1,379.0,30.1,0.0,21.9,25.2,1
2022-06-27,48.6,15.6,471.0,31.4,0.0,19.4,25.29,1
2022-06-27,49.1,17.6,256.0,31.0,0.0,17.1,24.99,1
2022-06-27,49.6,15.6,420.0,29.3,0.0,24.4,25.6,1
2022-06-27,50.6,17.6,188.0,32.7,0.0,17.0,24.6,1
2022-06-27,49.6,18.1,291.0,30.2,0.0,15.1,25.44,1
2022-06-27,50.6,17.1,275.0,31.6,0.0,17.4,24.59,1
2022-06-27,50.6,14.6,277.0,30.7,0.0,17.0,24.52,1
2022-06-27,48.6,16.1,244.0,31.6,0.0,26.0,24.62,1
2022-06-28,48.6,16.6,214.0,28.8,0.0,24.5,24.39,1
2022-06-29,49.6,18.6,991.0,25.8,4.5,9.7,24.3,0
2022-06-29,49.6,17.6,547.0,26.6,15.5,24.9,21.43,0
2022-06-29,50.1,17.6,478.0,26.0,4.1,14.9,19.25,0
2022-06-29,48.6,12.1,477.0,23.6,1.9,11.6,18.07,0
2022-06-29,49.1,13.1,1093.0,18.8,1.1,12.4,15.74,0
2022-06-29,48.6,14.6,930.0,22.5,23.6,17.8,16.17,0
2022-06-29,50.1,12.1,585.0,22.3,5.7,13.0,13.33,0
2022-06-29,49.6,16.6,557.0,27.8,2.3,15.1,19.25,0
2022-06-29,48.6,18.6,979.0,28.6,0.1,15.0,25.83,0
2022-06-29,50.6,16.6,790.0,21.8,2.0,15.9,14.83,0
2022-06-29,50.1,16.6,650.0,25.4,1.5,18.4,18.35,0
2022-06-29,50.1,18.6,239.0,28.7,0.1,20.9,23.82,0
2022-06-29,50.6,15.6,442.0,23.8,4.5,17.7,15.79,0
2022-06-29,48.6,17.6,287.0,33.2,0.0,20.1,22.96,1
2022-06-29,48.6,13.1,316.0,24.5,11.0,11.8,14.19,0
2022-06-29,49.6,16.1,789.0,24.3,7.3,20.0,19.5,0
2022-06-29,48.6,18.1,233.0,33.2,0.0,22.0,24.93,1
2022-06-29,49.1,12.6,571.0,22.8,6.1,12.5,17.44,0
2022-06-29,48.6,15.1,580.0,23.8,18.1,16.2,16.33,0
2022-06-29,50.6,12.1,357.0,22.9,9.5,13.0,12.11,0
2022-06-30,49.6,12.6,503.0,25.2,1.1,9.7,25.41,0
2022-06-30,48.6,17.1,206.0,33.9,0.0,10.8,25.74,0
2022-06-30,48.6,14.1,862.0,24.0,0.2,8.3,27.24,0
2022-06-30,49.1,15.6,513.0,26.5,2.2,12.3,25.6,0
2022-06-30,50.6,13.6,340.0,25.8,1.9,8.4,25.34,0
2022-06-30,49.6,14.1,520.0,26.1,0.0,10.4,23.98,0
2022-06-30,49.1,17.6,256.0,34.5,0.0,15.8,26.58,1
2022-06-30,49.1,18.1,609.0,32.3,0.0,15.1,26.9,1
2022-06-30,48.6,13.6,382.0,27.7,0.4,9.0,25.77,0
2022-06-30,49.6,15.6,420.0,26.1,0.7,9.7,25.49,0
2022-06-30,49.1,16.6,221.0,31.4,0.0,15.5,25.73,1
2022-06-30,49.1,12.1,368.0,27.2,0.3,10.2,25.45,0
2022-06-30,49.1,13.6,876.0,23.5,1.6,9.8,26.35,0
2022-06-30,49.6,18.1,291.0,31.0,0.8,22.0,24.9,0
2022-06-30,49.1,16.1,379.0,29.5,0.3,14.1,25.48,0
2022-06-30,48.6,18.1,233.0,34.1,0.0,18.9,27.81,1
2022-06-30,48.6,17.6,287.0,34.0,0.0,16.1,26.71,1
2022-06-30,49.1,14.6,466.0,26.4,8.1,10.4,25.01,0
2022-06-30,48.6,18.6,979.0,29.1,0.0,18.0,28.71,1
2022-06-30,48.6,12.6,481.0,27.5,0.4,9.5,25.69,0
2022-06-30,49.6,16.6,557.0,29.0,0.0,17.3,24.95,1
2022-07-01,49.6,14.6,537.0,23.1,8.3,22.3,20.3,0
2022-07-01,49.1,18.1,609.0,30.0,0.6,18.5,23.7,0
2022-07-01,48.6,15.6,471.0,28.8,2.0,27.8,24.35,0
2022-07-01,50.1,15.6,253.0,27.0,5.3,23.7,21.5,0
2022-07-01,50.6,14.1,492.0,23.6,13.7,17.7,17.41,0
2022-07-01,50.6,13.1,602.0,19.1,4.1,21.1,17.2,0
2022-07-01,50.6,15.1,303.0,25.2,8.0,19.5,16.74,0
2022-07-01,50.1,16.1,258.0,27.2,10.5,21.8,22.06,0
2022-07-01,48.6,16.6,214.0,30.0,2.8,27.5,26.18,0
2022-07-01,49.1,15.1,532.0,25.0,2.3,23.5,23.71,0
2022-07-01,49.1,17.1,369.0,31.1,2.0,19.4,25.37,0
2022-07-01,49.6,12.1,434.0,20.5,10.6,18.9,10.29,0
2022-07-01,49.1,14.1,459.0,23.5,12.4,24.4,20.85,0
2022-07-01,49.6,15.1,550.0,24.6,9.7,18.8,19.46,0
2022-07-02,50.1,13.6,373.0,22.3,0.0,12.4,26.32,0
2022-07-02,50.6,18.1,185.0,21.6,0.3,24.0,12.39,0
2022-07-02,50.1,14.1,417.0,21.9,0.0,14.4,26.14,0
2022-07-02,50.6,12.6,533.0,23.0,0.0,12.3,27.7,0
2022-07-02,50.6,14.6,277.0,23.0,0.1,10.3,26.9,0
2022-07-02,49.1,17.6,256.0,21.0,12.0,18.6,17.05,0
2022-07-03,50.6,12.1,357.0,28.5,0.0,16.0,26.7,1
2022-07-03,49.1,16.6,221.0,28.0,0.0,11.0,27.95,0
2022-07-03,50.6,18.6,248.0,26.2,0.0,10.6,25.85,0
2022-07-03,48.6,18.1,233.0,30.0,0.0,11.4,28.6,0
2022-07-03,48.6,17.6,287.0,28.9,0.0,13.2,28.44,0
2022-07-03,50.6,17.1,275.0,25.0,0.2,12.1,25.12,0
2022-07-04,50.1,15.1,209.0,26.1,0.0,11.8,21.59,0
2022-07-04,49.1,16.6,221.0,31.0,0.0,15.8,20.99,1
2022-07-04,50.1,14.6,238.0,25.4,0.1,14.8,21.85,0
2022-07-04,50.6,17.6,188.0,28.7,0.0,13.7,23.66,0
2022-07-05,48.6,16.1,244.0,22.6,5.0,20.4,9.29,0
2022-07-13,49.1,16.6,221.0,29.2,0.0,21.2,26.69,1
2022-07-13,48.6,17.6,287.0,28.9,0.0,21.7,27.67,1
2022-07-13,48.6,17.1,206.0,28.9,0.0,19.4,27.17,1
2022-07-13,48.6,16.1,244.0,29.5,0.0,19.2,25.1,1
2022-07-13,48.6,18.1,233.0,28.1,0.0,17.1,27.44,1
2022-07-13,50.1,13.6,373.0,28.9,0.0,22.0,21.3,1
2022-07-13,48.6,16.6,214.0,28.6,0.0,22.2,26.7,1
2022-07-13,49.6,12.1,434.0,28.4,0.0,15.3,23.47,1
2022-07-14,48.6,13.6,382.0,31.0,0.0,17.3,25.3,1
2022-07-14,48.6,17.1,206.0,32.4,0.0,18.8,24.96,1
2022-07-14,49.1,17.1,369.0,30.4,0.0,15.1,22.89,1
2022-07-14,48.6,12.6,481.0,31.8,0.0,19.1,25.36,1
2022-07-14,48.6,13.1,316.0,32.0,0.0,21.1,24.85,1
2022-07-14,49.1,16.6,221.0,32.0,0.0,15.3,23.57,1
2022-07-14,48.6,16.1,244.0,33.5,0.0,21.8,25.07,1
2022-07-14,48.6,12.1,477.0,32.0,0.0,19.9,25.91,1
2022-07-14,49.1,12.1,368.0,31.4,0.0,22.5,23.63,1
2022-07-14,48.6,17.6,287.0,32.2,0.0,19.3,24.59,1
2022-07-14,48.6,16.6,214.0,33.2,0.0,21.6,24.01,1
2022-07-19,49.1,12.6,571.0,30.6,0.0,11.2,27.72,0
2022-07-19,49.6,18.6,991.0,24.0,0.0,10.9,27.31,0
2022-07-19,50.1,12.1,585.0,31.4,0.0,9.7,28.24,0
2022-07-19,49.1,13.1,1093.0,26.7,0.0,7.2,28.02,0
2022-07-19,50.1,18.6,239.0,29.6,0.0,12.4,26.77,0
2022-07-19,48.6,15.1,580.0,28.3,0.0,10.1,28.13,0
2022-07-19,50.1,16.6,650.0,26.7,0.0,7.6,27.79,0
2022-07-19,49.6,17.6,547.0,29.2,0.0,13.5,27.0,0
2022-07-19,49.6,16.1,789.0,26.1,0.0,9.4,27.79,0
2022-07-19,48.6,12.1,477.0,31.6,0.0,15.5,27.86,1
2022-07-19,50.6,15.6,442.0,28.0,0.0,8.1,27.89,0
2022-07-19,50.6,13.1,602.0,29.4,0.0,16.8,28.19,1
2022-07-19,48.6,14.6,930.0,26.9,0.0,12.7,28.05,0
2022-07-19,50.1,17.6,478.0,30.3,0.0,16.1,26.95,1
2022-07-19,50.6,16.6,790.0,26.9,0.0,10.7,27.47,0
2022-07-20,48.6,16.1,244.0,34.1,0.0,18.3,27.54,1
2022-07-20,48.6,15.1,580.0,30.6,0.0,15.5,28.29,1
2022-07-20,50.1,14.1,417.0,34.2,0.0,18.6,27.12,1
2022-07-20,49.1,15.6,513.0,30.5,0.0,16.3,27.75,1
2022-07-20,50.1,13.6,373.0,34.5,0.0,18.7,27.26,1
2022-07-20,49.6,16.6,557.0,32.7,0.0,10.5,27.41,0
2022-07-20,50.1,14.6,238.0,34.0,0.0,17.9,26.96,1
2022-07-20,50.6,13.6,340.0,34.7,0.0,18.1,26.86,1
2022-07-20,50.6,12.1,357.0,34.5,0.0,16.3,27.39,1
2022-07-20,49.1,13.6,876.0,28.6,0.0,14.2,28.15,0
2022-07-20,48.6,16.6,214.0,32.9,0.0,16.6,27.44,1
2022-07-20,49.1,16.1,379.0,31.6,0.0,15.0,27.48,0
2022-07-20,49.6,18.1,291.0,31.0,0.0,12.1,27.36,0
2022-07-20,48.6,15.6,471.0,33.2,0.0,18.5,27.73,1
2022-07-20,50.1,12.1,585.0,33.9,0.0,16.2,27.82,1
2022-07-20,48.6,13.6,382.0,33.6,0.0,17.7,27.38,1
2022-07-20,48.6,14.1,862.0,29.8,0.0,14.2,28.04,0
2022-07-20,50.6,12.6,533.0,32.5,0.0,19.1,27.57,1
2022-07-20,49.6,14.1,520.0,32.2,0.0,15.5,27.33,1
2022-07-20,50.6,13.1,602.0,30.5,0.0,18.7,27.61,1
2022-07-20,49.6,12.6,503.0,32.5,0.0,15.0,27.42,0
2022-07-20,49.1,15.1,532.0,31.1,0.0,17.0,27.71,1
2022-07-20,48.6,13.1,316.0,34.5,0.0,13.8,27.31,0
2022-07-20,50.1,17.6,478.0,32.9,0.0,14.1,27.45,0
2022-07-20,48.6,18.6,979.0,28.4,0.0,10.0,27.82,0
2022-07-20,49.1,14.6,466.0,31.9,0.0,16.5,27.61,1
2022-07-20,49.6,14.6,537.0,30.2,0.0,15.1,27.51,1
2022-07-20,48.6,14.6,930.0,29.3,0.0,15.9,28.18,1
2022-07-20,49.6,12.1,434.0,35.2,0.0,16.2,27.41,1
2022-07-20,49.6,15.6,420.0,30.4,0.0,14.8,27.57,0
2022-07-21,49.6,15.6,420.0,30.2,0.0,17.0,25.78,1
2022-07-21,50.1,18.6,239.0,33.5,0.0,19.8,26.94,1
2022-07-21,49.6,14.1,520.0,28.1,0.2,15.9,23.58,0
2022-07-21,48.6,15.6,471.0,33.2,0.0,18.0,24.22,1
2022-07-21,50.6,17.1,275.0,34.2,0.0,17.4,24.75,1
2022-07-21,50.1,17.6,478.0,34.5,0.0,18.3,25.85,1
2022-07-21,49.1,14.6,466.0,29.0,1.8,15.1,25.13,0
2022-07-21,50.6,18.1,185.0,34.3,0.0,15.8,26.87,1
2022-07-21,50.1,16.1,258.0,33.9,0.0,20.9,25.96,1
2022-07-21,49.1,14.1,459.0,28.1,0.4,16.3,22.17,0
2022-07-21,48.6,12.6,481.0,26.6,1.4,15.2,19.56,0
2022-07-21,50.6,15.1,303.0,31.8,4.1,18.7,24.89,0
2022-07-21,48.6,16.6,214.0,33.4,0.0,17.4,26.35,1
2022-07-21,49.6,16.1,789.0,29.1,0.0,18.4,26.4,1
2022-07-21,50.6,13.6,340.0,28.9,2.4,15.2,17.41,0
2022-07-21,49.1,18.1,609.0,33.4,0.0,10.0,27.01,0
2022-07-21,50.6,12.1,357.0,26.6,1.7,18.2,19.62,0
2022-07-21,49.1,16.6,221.0,34.0,0.0,17.6,26.63,1
2022-07-21,49.1,16.1,379.0,32.3,0.0,15.6,25.99,1
2022-07-21,50.6,14.1,492.0,27.0,3.2,13.7,17.88,0
2022-07-21,50.6,18.6,248.0,34.0,0.0,15.8,26.75,1
2022-07-21,49.1,15.6,513.0,30.0,0.0,15.8,25.28,1
2022-07-21,48.6,12.1,477.0,25.6,2.7,16.3,20.11,0
2022-07-21,49.6,16.6,557.0,33.0,0.0,18.2,27.19,1
2022-07-21,49.6,15.1,550.0,29.6,0.5,14.5,24.7,0
2022-07-21,50.1,15.6,253.0,32.7,1.2,22.6,25.44,0
2022-07-21,50.6,17.6,188.0,35.2,0.0,15.5,25.92,1
2022-07-21,49.1,12.1,368.0,26.3,1.8,12.4,17.42,0
2022-07-21,49.1,17.1,369.0,33.5,0.0,15.2,27.04,1
2022-07-21,50.1,16.6,650.0,31.9,0.0,16.0,26.58,1
2022-07-21,48.6,16.1,244.0,34.8,0.0,22.0,25.47,1
2022-07-22,48.6,16.6,214.0,31.7,0.0,19.7,25.26,1
2022-07-22,50.6,12.1,357.0,30.7,0.0,16.2,24.97,1
2022-07-22,50.1,18.6,239.0,31.2,0.0,18.8,24.09,1
