datum,lat,lon,nadmorska_vyska_m,teplota_max_C,srazky_mm,vitr_max_kmh,slunce_MJm2,riziko_pozaru
2023-11-18,49.6,18.1,291.0,3.5,3.6,23.1,2.29,0
2023-11-18,49.1,14.6,466.0,4.3,0.1,18.7,2.94,0
2023-11-18,50.6,13.1,602.0,3.2,1.5,22.1,2.95,0
2023-11-19,50.6,18.1,185.0,5.8,3.0,26.3,1.35,0
2023-11-19,48.6,16.1,244.0,7.3,2.6,14.1,1.9,0
2023-11-19,48.6,13.6,382.0,9.4,15.6,13.3,2.01,0
2023-11-20,50.6,14.6,277.0,10.1,5.1,19.5,1.5,0
2023-11-20,49.1,15.6,513.0,9.4,1.9,23.1,2.79,0
2023-11-20,50.1,13.6,373.0,10.1,3.7,22.3,2.6,0
2023-11-20,49.1,15.1,532.0,9.4,1.3,21.8,2.38,0
2023-11-21,49.1,17.6,256.0,8.4,0.1,11.0,3.29,0
2023-11-21,50.1,18.6,239.0,8.4,4.8,16.5,2.86,0
2023-11-22,50.6,17.1,275.0,0.4,2.4,15.4,2.37,0
2023-11-22,48.6,18.1,233.0,4.0,0.0,20.2,6.35,0
2023-11-22,50.1,15.1,209.0,2.5,0.1,18.9,2.19,0
2023-11-23,48.6,17.1,206.0,7.7,0.0,16.3,5.71,0
2023-11-23,50.6,18.6,248.0,6.6,0.0,32.7,1.71,0
2023-11-24,49.1,17.1,369.0,7.1,3.8,25.3,5.22,0
2023-11-24,49.1,16.1,379.0,8.1,6.3,29.7,5.35,0
2023-11-24,50.6,17.6,188.0,8.2,6.5,38.2,3.88,0
2023-11-25,50.1,14.6,238.0,2.8,5.2,25.3,3.83,0
2023-11-27,48.6,15.6,471.0,4.9,2.1,17.4,3.69,0
2023-11-28,50.1,14.1,417.0,0.6,8.1,23.2,0.98,0
2023-11-29,48.6,17.6,287.0,0.4,0.0,21.6,5.87,0
2023-12-01,49.6,18.6,991.0,-2.2,6.0,8.2,1.96,0
2023-12-01,49.1,13.1,1093.0,-1.8,14.7,7.4,1.2,0
2023-12-01,50.6,16.6,790.0,-3.4,4.0,7.9,1.89,0
2023-12-02,50.6,15.6,442.0,-2.8,9.5,17.3,1.58,0
2023-12-02,48.6,14.1,862.0,-2.8,22.6,17.8,1.17,0
2023-12-02,49.1,12.6,571.0,-2.5,14.1,17.8,1.72,0
2023-12-02,50.1,12.1,585.0,-4.1,3.2,17.0,1.66,0
2023-12-03,49.6,12.6,503.0,-4.8,0.3,19.0,2.03,0
2023-12-03,49.1,13.6,876.0,-5.8,0.3,15.5,4.01,0
2023-12-03,49.6,16.1,789.0,-6.3,0.6,24.8,2.87,0
2023-12-03,49.6,17.6,547.0,-5.2,1.6,23.3,3.48,0
2023-12-03,49.1,18.1,609.0,-5.2,1.0,19.6,2.7,0
2023-12-04,50.1,16.6,650.0,-4.8,0.0,24.3,3.77,0
2023-12-04,48.6,12.1,477.0,-4.0,0.0,11.3,3.7,0
2023-12-04,48.6,18.6,979.0,-5.4,0.0,16.6,5.46,0
2023-12-04,50.6,14.1,492.0,-5.0,0.0,8.7,2.8,0
2023-12-04,49.6,14.1,520.0,-3.0,0.0,9.5,4.15,0
2023-12-04,48.6,14.6,930.0,-1.6,0.0,15.1,4.54,0
2023-12-04,48.6,15.1,580.0,-4.8,0.0,14.8,4.45,0
2023-12-04,49.1,14.1,459.0,-3.4,0.0,11.1,4.07,0
2023-12-05,50.6,13.6,340.0,-3.6,2.1,4.8,2.64,0
2023-12-05,50.6,12.1,357.0,2.8,1.3,23.8,2.33,0
2023-12-05,49.1,12.1,368.0,-0.3,1.2,15.6,5.38,0
2023-12-05,49.1,16.6,221.0,-0.3,0.0,17.6,3.06,0
2023-12-05,48.6,12.6,481.0,2.0,0.4,11.6,4.23,0
2023-12-06,50.6,15.1,303.0,1.2,0.5,11.9,1.8,0
2023-12-06,48.6,16.6,214.0,-0.1,5.4,8.1,2.76,0
2023-12-06,49.6,15.1,550.0,2.5,0.2,13.7,3.13,0
2023-12-06,48.6,13.1,316.0,2.7,4.6,14.8,1.26,0
2023-12-07,49.6,16.6,557.0,-0.2,0.0,19.5,3.09,0
2023-12-07,49.6,14.6,537.0,0.5,0.6,15.9,2.56,0
2023-12-07,50.6,12.6,533.0,0.9,1.8,13.4,1.84,0
2023-12-07,49.6,12.1,434.0,1.9,0.8,12.4,2.72,0
2023-12-07,50.1,17.6,478.0,-0.2,0.4,19.7,1.76,0
2023-12-07,50.1,15.6,253.0,2.4,0.2,11.2,3.17,0
2023-12-07,49.6,15.6,420.0,0.8,0.6,15.6,3.16,0
2023-12-08,49.6,18.1,291.0,1.0,0.0,18.2,4.95,0
2023-12-08,49.1,14.6,466.0,-0.3,0.1,18.3,3.49,0
2023-12-08,50.1,16.1,258.0,0.8,0.0,21.4,3.32,0
2023-12-08,50.6,13.1,602.0,-1.4,2.7,29.3,1.62,0
2023-12-09,48.6,16.1,244.0,0.4,2.1,23.7,2.51,0
2023-12-09,48.6,13.6,382.0,3.2,3.4,15.7,1.46,0
2023-12-09,50.6,18.1,185.0,0.9,1.8,27.4,1.73,0
2023-12-10,50.6,14.6,277.0,4.9,5.8,24.2,2.34,0
2023-12-10,50.1,13.6,373.0,5.1,5.8,23.5,2.04,0
2023-12-10,49.1,15.6,513.0,4.8,5.0,25.2,2.79,0
2023-12-10,49.1,15.1,532.0,4.6,4.0,24.3,1.89,0
2023-12-11,49.1,17.6,256.0,4.3,11.2,20.2,3.11,0
2023-12-11,50.1,18.6,239.0,4.0,3.4,33.4,3.56,0
2023-12-12,48.6,18.1,233.0,5.8,0.0,8.6,3.96,0
2023-12-12,50.6,17.1,275.0,7.5,0.7,23.7,3.56,0
2023-12-12,50.1,15.1,209.0,9.3,0.9,22.0,4.08,0
2023-12-13,50.6,18.6,248.0,6.1,0.7,13.5,1.88,0
2023-12-13,48.6,17.1,206.0,7.8,5.4,13.8,1.29,0
2023-12-14,50.6,17.6,188.0,4.9,1.5,13.1,1.12,0
2023-12-14,49.1,17.1,369.0,6.4,1.1,15.6,2.64,0
2023-12-14,49.1,16.1,379.0,6.4,0.0,15.9,2.39,0
2023-12-15,50.1,14.6,238.0,4.8,1.0,15.8,3.5,0
2023-12-17,48.6,15.6,471.0,10.4,0.0,8.7,4.88,0
2023-12-18,50.1,14.1,417.0,7.7,0.0,28.7,4.6,0
2023-12-19,48.6,17.6,287.0,4.1,0.0,8.2,3.89,0
2023-12-21,50.6,16.6,790.0,3.1,12.2,36.5,0.8,0
2023-12-21,49.6,18.6,991.0,0.5,16.7,29.0,1.11,0
2023-12-21,49.1,13.1,1093.0,2.0,21.7,28.2,0.4,0
2023-12-22,50.1,12.1,585.0,3.5,5.9,35.4,1.86,0
2023-12-22,50.6,15.6,442.0,2.0,7.6,37.2,2.01,0
2023-12-22,48.6,14.1,862.0,2.5,17.5,31.0,2.45,0
2023-12-22,49.1,12.6,571.0,4.9,9.8,34.4,2.4,0
2023-12-23,49.1,18.1,609.0,-0.8,12.4,31.4,1.11,0
2023-12-23,49.6,12.6,503.0,5.2,28.7,36.4,0.37,0
2023-12-23,49.1,13.6,876.0,3.1,32.0,38.5,0.5,0
2023-12-23,49.6,17.6,547.0,-0.5,10.2,30.0,1.21,0
2023-12-23,49.6,16.1,789.0,-0.8,27.6,37.7,0.95,0
2023-12-24,48.6,12.1,477.0,9.2,3.5,31.4,0.53,0
2023-12-24,50.1,16.6,650.0,4.8,18.1,27.1,0.85,0
2023-12-24,48.6,14.6,930.0,5.1,5.3,30.0,0.71,0
2023-12-24,50.6,14.1,492.0,6.8,12.7,19.9,1.35,0
2023-12-24,48.6,18.6,979.0,2.2,12.1,18.1,0.7,0
2023-12-24,49.6,14.1,520.0,7.8,10.8,36.6,0.93,0
2023-12-24,48.6,15.1,580.0,7.5,5.6,35.9,1.31,0
2023-12-24,49.1,14.1,459.0,8.6,4.5,28.9,1.24,0
2023-12-25,49.1,12.1,368.0,9.2,1.2,21.0,1.16,0
2023-12-25,50.6,13.6,340.0,10.7,0.6,25.7,1.12,0
2023-12-25,50.6,12.1,357.0,8.6,0.4,29.0,0.71,0
2023-12-25,48.6,12.6,481.0,10.9,0.9,29.0,1.23,0
2023-12-25,49.1,16.6,221.0,12.8,0.5,22.4,2.28,0
2023-12-26,50.6,15.1,303.0,9.4,3.9,24.3,1.35,0
2023-12-26,48.6,16.6,214.0,10.8,0.0,23.8,3.19,0
2023-12-26,48.6,13.1,316.0,9.4,0.3,17.7,1.87,0
2023-12-26,49.6,15.1,550.0,8.6,0.3,27.8,1.57,0
2023-12-27,49.6,14.6,537.0,5.8,0.0,18.1,4.63,0
2023-12-27,50.6,12.6,533.0,6.7,0.0,26.9,2.98,0
2023-12-27,50.1,17.6,478.0,5.8,0.0,26.1,4.56,0
2023-12-27,50.1,15.6,253.0,7.2,0.0,18.4,3.99,0
2023-12-27,49.6,15.6,420.0,6.3,0.0,18.6,3.99,0
2023-12-27,49.6,12.1,434.0,7.7,0.0,14.1,2.82,0
2023-12-27,49.6,16.6,557.0,5.9,0.1,17.8,3.56,0
2023-12-28,50.1,16.1,258.0,9.3,0.0,14.5,2.94,0
2023-12-28,49.1,14.6,466.0,10.9,0.0,16.1,3.83,0
2023-12-28,49.6,18.1,291.0,8.0,3.4,24.5,3.51,0
2023-12-28,50.6,13.1,602.0,7.1,0.1,25.4,3.46,0
2023-12-29,50.6,18.1,185.0,10.6,0.0,23.9,3.41,0
2023-12-29,48.6,16.1,244.0,13.2,0.0,20.7,3.91,0
2023-12-29,48.6,13.6,382.0,10.6,0.3,12.2,2.91,0
2023-12-30,50.1,13.6,373.0,8.3,0.2,26.3,2.91,0
2023-12-30,50.6,14.6,277.0,8.1,0.3,22.9,3.01,0
2023-12-30,49.1,15.6,513.0,8.6,0.0,27.1,3.94,0
2023-12-30,49.1,15.1,532.0,8.4,0.0,25.6,3.83,0
2023-12-31,50.1,18.6,239.0,8.9,0.0,15.6,3.29,0
2023-12-31,49.1,17.6,256.0,7.4,0.0,19.9,1.93,0
